TAXRANK_target,target,source,TAXRANK_source,data_source_x,relations_x,relations_y,Hits,Score,data_source_y,_merge
 SPECIES,PETENYI,BARBUS, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,10.72,JEFF corpus,both
 SPECIES,CORNUTUS,LUXILUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,13.26,JEFF corpus,both
 SPECIES,CHRYSOCEPHALUS,LUXILUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,13.41,JEFF corpus,both
 SPECIES,ALBURNUS,ALBURNUS, GENUS,VTO ontology,is_a,PARENT-CHILD,28.0,13.92,JEFF corpus,both
 SPECIES,VIMBA,VIMBA, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,13.99,JEFF corpus,both
 SPECIES,EXILICAUDA,LAVINIA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.99,JEFF corpus,both
 SPECIES,LUCIUS,PTYCHOCHEILUS, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,9.75,JEFF corpus,both
 SPECIES,OREGONENSIS,PTYCHOCHEILUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,11.67,JEFF corpus,both
 SPECIES,GRANDIS,PTYCHOCHEILUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,13.0,JEFF corpus,both
 SPECIES,ANGUILLICAUDATUS,MISGURNUS, GENUS,VTO ontology,is_a,PARENT-CHILD,14.0,13.85,JEFF corpus,both
 SPECIES,FOSSILIS,MISGURNUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,12.26,JEFF corpus,both
 SPECIES,PALUDICA,COBITIS, GENUS,VTO ontology,is_a,PARENT-CHILD,8.0,13.35,JEFF corpus,both
 SPECIES,TAENIA,COBITIS, GENUS,VTO ontology,is_a,PARENT-CHILD,7.0,13.16,JEFF corpus,both
 SPECIES,BARBATULA,BARBATULA, GENUS,VTO ontology,is_a,PARENT-CHILD,16.0,13.95,JEFF corpus,both
 FAMILY,CATOSTOMIDAE,CYPRINIFORMES, ORDER,VTO ontology,is_a,CHILD-PARENT,1.0,13.0,JEFF corpus,both
 SPECIES,VALENCIENNESI,MOXOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,13.19,JEFF corpus,both
 SPECIES,ERYTHRURUM,MOXOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,11.83,JEFF corpus,both
 SPECIES,MACROLEPIDOTUM,MOXOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,11.91,JEFF corpus,both
 SPECIES,CYPRINELLUS,ICTIOBUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.0,JEFF corpus,both
 SPECIES,BUBALUS,ICTIOBUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.67,JEFF corpus,both
 SPECIES,ELONGATUS,CYCLEPTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.41,JEFF corpus,both
 SPECIES,INSIGNIS,CATOSTOMUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,9.5,JEFF corpus,both
 SPECIES,CATOSTOMUS,CATOSTOMUS, GENUS,VTO ontology,is_a,PARENT-CHILD,10.0,12.54,JEFF corpus,both
 SPECIES,MACROCHEILUS,CATOSTOMUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,11.03,JEFF corpus,both
 SPECIES,DISCOBOLUS,CATOSTOMUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,11.03,JEFF corpus,both
 SPECIES,COMMERSONII,CATOSTOMUS, GENUS,VTO ontology,is_a,PARENT-CHILD,10.0,12.54,JEFF corpus,both
 SPECIES,CLARKII,CATOSTOMUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,10.65,JEFF corpus,both
 SPECIES,LATIPINNIS,CATOSTOMUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,11.03,JEFF corpus,both
 SPECIES,VELIFER,CARPIODES, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,12.41,JEFF corpus,both
 SPECIES,CYPRINUS,CARPIODES, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,13.83,JEFF corpus,both
 SPECIES,TEXANUS,XYRAUCHEN, GENUS,VTO ontology,is_a,PARENT-CHILD,9.0,13.71,JEFF corpus,both
 SPECIES,TRIOSTEGUS,ACANTHURUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.99,JEFF corpus,both
 SPECIES,FLUVIATILIS,SALARIA, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,8.41,JEFF corpus,both
 SPECIES,JAPONICUS,LATEOLABRAX, GENUS,VTO ontology,is_a,CHILD-PARENT,1.0,10.54,JEFF corpus,both
 SPECIES,RUPESTRIS,KUHLIA, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,12.62,JEFF corpus,both
 SPECIES,FOSTERI,CHEIMARRICHTHYS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.99,JEFF corpus,both
 FAMILY,PERCICHTHYIDAE,PERCIFORMES, ORDER,VTO ontology,is_a,PARENT-CHILD,2.0,12.83,JEFF corpus,both
 SPECIES,NOVEMACULEATA,MACQUARIA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,10.79,JEFF corpus,both
 SPECIES,AMBIGUA,MACQUARIA, GENUS,VTO ontology,is_a,PARENT-CHILD,19.0,13.46,JEFF corpus,both
 SPECIES,AUSTRALASICA,MACQUARIA, GENUS,VTO ontology,is_a,PARENT-CHILD,13.0,13.12,JEFF corpus,both
 SPECIES,AUSTRALIS,NANNOPERCA, GENUS,VTO ontology,is_a,CHILD-PARENT,1.0,10.91,JEFF corpus,both
 SPECIES,TRUCHA,PERCICHTHYS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.67,JEFF corpus,both
 SPECIES,MACQUARIENSIS,MACCULLOCHELLA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,11.47,JEFF corpus,both
 SPECIES,PEELII,MACCULLOCHELLA, GENUS,VTO ontology,is_a,PARENT-CHILD,17.0,13.83,JEFF corpus,both
 SPECIES,IKEI,MACCULLOCHELLA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,10.54,JEFF corpus,both
 SPECIES,CROSSOPTERUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.18,JEFF corpus,both
 SPECIES,CHIENENSE,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.18,JEFF corpus,both
 SPECIES,FLABELLARE,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,17.0,12.06,JEFF corpus,both
 SPECIES,OKALOOSAE,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.18,JEFF corpus,both
 SPECIES,NIGRUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,17.0,12.08,JEFF corpus,both
 SPECIES,OLMSTEDI,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.18,JEFF corpus,both
 SPECIES,CINEREUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,14.0,11.83,JEFF corpus,both
 SPECIES,CAERULEUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,9.0,11.25,JEFF corpus,both
 SPECIES,ASPRIGENE,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,9.16,JEFF corpus,both
 SPECIES,EXILE,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,10.45,JEFF corpus,both
 SPECIES,SPECTABILE,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,19.0,12.2,JEFF corpus,both
 SPECIES,WHIPPLEI,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.18,JEFF corpus,both
 SPECIES,MICROPERCA,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,9.16,JEFF corpus,both
 SPECIES,CRAGINI,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,9.16,JEFF corpus,both
 SPECIES,NIANGUAE,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,9.72,JEFF corpus,both
 SPECIES,HISTRIO,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.18,JEFF corpus,both
 SPECIES,BLENNIOIDES,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.18,JEFF corpus,both
 SPECIES,RUBRUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,9.16,JEFF corpus,both
 SPECIES,TETRAZONUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,9.16,JEFF corpus,both
 SPECIES,ZONALE,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,9.74,JEFF corpus,both
 SPECIES,LYNCEUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,9.16,JEFF corpus,both
 SPECIES,BREVIROSTRUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,8.18,JEFF corpus,both
 SPECIES,SIMOTERUM,ETHEOSTOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,9.74,JEFF corpus,both
 SPECIES,TANASI,PERCINA, GENUS,VTO ontology,is_a,PARENT-CHILD,7.0,12.9,JEFF corpus,both
 SPECIES,CAPRODES,PERCINA, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,11.88,JEFF corpus,both
 SPECIES,PALMARIS,PERCINA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,10.41,JEFF corpus,both
 SPECIES,EVIDES,PERCINA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,10.41,JEFF corpus,both
 SPECIES,AUROLINEATA,PERCINA, GENUS,VTO ontology,is_a,PARENT-CHILD,8.0,13.04,JEFF corpus,both
 SPECIES,ROANOKA,PERCINA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,10.41,JEFF corpus,both
 SPECIES,LUCIOPERCA,SANDER, GENUS,VTO ontology,is_a,PARENT-CHILD,24.0,12.44,JEFF corpus,both
 SPECIES,CANADENSIS,SANDER, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,10.6,JEFF corpus,both
 SPECIES,VITREUS,SANDER, GENUS,VTO ontology,is_a,PARENT-CHILD,36.0,13.48,JEFF corpus,both
 SPECIES,CERNUUS,GYMNOCEPHALUS, GENUS,VTO ontology,is_a,PARENT-CHILD,46.0,13.79,JEFF corpus,both
 GENUS,PERCA,PERCIDAE, FAMILY,VTO ontology,is_a,PARENT-CHILD,2.0,11.935,JEFF corpus,both
 SPECIES,FLAVESCENS,PERCA, GENUS,VTO ontology,is_a,PARENT-CHILD,53.0,12.27,JEFF corpus,both
 SPECIES,FLUVIATILIS,PERCA, GENUS,VTO ontology,is_a,PARENT-CHILD,230.0,13.66,JEFF corpus,both
 FAMILY,SPARIDAE,PERCIFORMES, ORDER,VTO ontology,is_a,PARENT-CHILD,1.0,12.19,JEFF corpus,both
 SPECIES,AURATA,SPARUS, GENUS,VTO ontology,is_a,CHILD-PARENT,4.0,13.99,JEFF corpus,both
 SPECIES,BUTCHERI,ACANTHOPAGRUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,13.77,JEFF corpus,both
 SPECIES,LABRAX,DICENTRARCHUS, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,13.99,JEFF corpus,both
 GENUS,MORONE,MORONIDAE, FAMILY,VTO ontology,is_a,CHILD-PARENT,3.0,13.26,JEFF corpus,both
 SPECIES,SAXATILIS,MORONE, GENUS,VTO ontology,is_a,PARENT-CHILD,21.0,13.86,JEFF corpus,both
 SPECIES,MISSISSIPPIENSIS,MORONE, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,11.77,JEFF corpus,both
 SPECIES,DOLOMIEU,MICROPTERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,36.0,13.77,JEFF corpus,both
 SPECIES,PUNCTULATUS,MICROPTERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,10.35,JEFF corpus,both
 SPECIES,NIGROMACULATUS,POMOXIS, GENUS,VTO ontology,is_a,PARENT-CHILD,11.0,13.41,JEFF corpus,both
 SPECIES,ANNULARIS,POMOXIS, GENUS,VTO ontology,is_a,PARENT-CHILD,9.0,13.17,JEFF corpus,both
 SPECIES,CYANELLUS,LEPOMIS, GENUS,VTO ontology,is_a,PARENT-CHILD,14.0,11.47,JEFF corpus,both
 SPECIES,HUMILIS,LEPOMIS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,7.8,JEFF corpus,both
 SPECIES,MACROCHIRUS,LEPOMIS, GENUS,VTO ontology,is_a,PARENT-CHILD,56.0,13.14,JEFF corpus,both
 SPECIES,MARGINATUS,LEPOMIS, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,9.76,JEFF corpus,both
 SPECIES,GIBBOSUS,LEPOMIS, GENUS,VTO ontology,is_a,PARENT-CHILD,60.0,13.18,JEFF corpus,both
 SPECIES,MICROLOPHUS,LEPOMIS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,8.79,JEFF corpus,both
 SPECIES,RUPESTRIS,AMBLOPLITES, GENUS,VTO ontology,is_a,PARENT-CHILD,15.0,13.69,JEFF corpus,both
 SPECIES,PERCOIDES,AMNIATABA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.99,JEFF corpus,both
 SPECIES,FULIGINOSUS,HEPHAESTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,13.99,JEFF corpus,both
 SPECIES,BUTLERI,SYNCOMISTES, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.99,JEFF corpus,both
 SPECIES,SCRIBA,SERRANUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.99,JEFF corpus,both
 SPECIES,OCELLATUS,SCIAENOPS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.41,JEFF corpus,both
 SPECIES,ELONGATUS,PSEUDOTOLITHUS, GENUS,VTO ontology,is_a,CHILD-PARENT,1.0,12.68,JEFF corpus,both
 SPECIES,GRUNNIENS,APLODINOTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,13.77,JEFF corpus,both
 SPECIES,GRISEUS,LUTJANUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,13.77,JEFF corpus,both
 FAMILY,CICHLIDAE,PERCIFORMES, ORDER,VTO ontology,is_a,PARENT-CHILD,1.0,11.99,JEFF corpus,both
 SPECIES,NYEREREI,PUNDAMILIA, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,13.32,JEFF corpus,both
 SPECIES,RENDALLI,TILAPIA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,11.91,JEFF corpus,both
 SPECIES,MARIAE,TILAPIA, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,11.09,JEFF corpus,both
 SPECIES,THOLLONI,TILAPIA, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,11.83,JEFF corpus,both
 SPECIES,GUINEENSIS,TILAPIA, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,13.07,JEFF corpus,both
 SPECIES,PULCHER,NEOLAMPROLOGUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.99,JEFF corpus,both
 SPECIES,MACULATUS,ETROPLUS, GENUS,VTO ontology,is_a,CHILD-PARENT,1.0,9.27,JEFF corpus,both
 SPECIES,BIFASCIATUM,THALASSOMA, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,13.99,JEFF corpus,both
 SPECIES,ATTITI,PROTOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.99,JEFF corpus,both
 SPECIES,BREVICEPS,GOBIOMORPHUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,10.91,JEFF corpus,both
 SPECIES,HUTTONI,GOBIOMORPHUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,12.33,JEFF corpus,both
 SPECIES,COTIDIANUS,GOBIOMORPHUS, GENUS,VTO ontology,is_a,PARENT-CHILD,12.0,13.72,JEFF corpus,both
 SPECIES,DORMITOR,GOBIOMORUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.99,JEFF corpus,both
 FAMILY,GOBIIDAE,PERCIFORMES, ORDER,VTO ontology,is_a,PARENT-CHILD,1.0,11.83,JEFF corpus,both
 SPECIES,PUNCTATUM,SICYDIUM, GENUS,VTO ontology,is_a,PARENT-CHILD,16.0,13.67,JEFF corpus,both
 SPECIES,PLUMIERI,SICYDIUM, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,10.3,JEFF corpus,both
 SPECIES,PERCNOPTERYGIONUS,STIPHODON, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,13.99,JEFF corpus,both
 SPECIES,SARASINI,SICYOPTERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,9.52,JEFF corpus,both
 SPECIES,JAPONICUS,SICYOPTERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,20.0,12.57,JEFF corpus,both
 SPECIES,STIMPSONI,SICYOPTERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,10.49,JEFF corpus,both
 SPECIES,AIENSIS,SICYOPTERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,10.09,JEFF corpus,both
 SPECIES,LAGOCEPHALUS,SICYOPTERUS, GENUS,VTO ontology,is_a,PARENT-CHILD,57.0,13.65,JEFF corpus,both
 SPECIES,ACUTIPINNIS,COTYLOPUS, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,13.99,JEFF corpus,both
 SPECIES,CONCOLOR,LENTIPES, GENUS,VTO ontology,is_a,PARENT-CHILD,8.0,13.99,JEFF corpus,both
 SPECIES,FLAVESCENS,GOBIUSCULUS, GENUS,VTO ontology,is_a,CHILD-PARENT,4.0,11.04,JEFF corpus,both
 SPECIES,AUREUS,GLOSSOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.99,JEFF corpus,both
 SPECIES,MINUTUS,POMATOSCHISTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,13.88,JEFF corpus,both
 SPECIES,OLORUM,PSEUDOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,13.99,JEFF corpus,both
 SPECIES,GENIVITTATUS,STENOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.99,JEFF corpus,both
 SPECIES,BREVISPINIS,TRIDENTIGER, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,13.99,JEFF corpus,both
 SPECIES,GIURINUS,RHINOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,11.0,13.03,JEFF corpus,both
 SPECIES,BRUNNEUS,RHINOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,12.0,13.12,JEFF corpus,both
 SPECIES,FLUVIATILIS,NEOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,9.07,JEFF corpus,both
 SPECIES,MELANOSTOMUS,NEOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,67.0,13.84,JEFF corpus,both
 SPECIES,GYMNOTRACHELUS,NEOGOBIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,10.22,JEFF corpus,both
 SPECIES,SEMILUNARIS,PROTERORHINUS, GENUS,VTO ontology,is_a,PARENT-CHILD,7.0,13.64,JEFF corpus,both
 SPECIES,MARMORATUS,PROTERORHINUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,10.8,JEFF corpus,both
 SPECIES,ARMATUS,LEPTOCOTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,13.99,JEFF corpus,both
 SPECIES,SCORPIUS,MYOXOCEPHALUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,12.19,JEFF corpus,both
 SPECIES,THOMPSONII,MYOXOCEPHALUS, GENUS,VTO ontology,is_a,PARENT-CHILD,4.0,13.67,JEFF corpus,both
 SPECIES,HYPSELURUS,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,9.2,JEFF corpus,both
 SPECIES,POLLUX,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,8.62,JEFF corpus,both
 SPECIES,COGNATUS,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,20.0,11.78,JEFF corpus,both
 SPECIES,CAROLINAE,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,8.0,10.56,JEFF corpus,both
 SPECIES,BAIRDII,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,9.0,10.73,JEFF corpus,both
 SPECIES,HANGIONGENSIS,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,5.0,9.91,JEFF corpus,both
 SPECIES,ASPER,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,3.0,9.18,JEFF corpus,both
 SPECIES,ASPERRIMUS,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,7.63,JEFF corpus,both
 SPECIES,PAULUS,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,10.17,JEFF corpus,both
 SPECIES,POECILOPUS,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,8.62,JEFF corpus,both
 SPECIES,GULOSUS,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,8.6,JEFF corpus,both
 SPECIES,NOZAWAE,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,8.62,JEFF corpus,both
 SPECIES,PERIFRETUM,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,7.63,JEFF corpus,both
 SPECIES,RICEI,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,7.63,JEFF corpus,both
 SPECIES,GOBIO,COTTUS, GENUS,VTO ontology,is_a,PARENT-CHILD,73.0,13.13,JEFF corpus,both
 SPECIES,FLAVIDUS,SEBASTES, GENUS,VTO ontology,is_a,PARENT-CHILD,1.0,13.99,JEFF corpus,both
 SPECIES,ACULEATUS,GASTEROSTEUS, GENUS,VTO ontology,is_a,PARENT-CHILD,99.0,13.94,JEFF corpus,both
 SPECIES,PUNGITIUS,PUNGITIUS, GENUS,VTO ontology,is_a,PARENT-CHILD,41.0,13.86,JEFF corpus,both
 SPECIES,CEPHALUS,MUGIL, GENUS,VTO ontology,is_a,PARENT-CHILD,6.0,11.5,JEFF corpus,both
 SPECIES,HETEROCLITUS,FUNDULUS, GENUS,VTO ontology,is_a,PARENT-CHILD,9.0,12.49,JEFF corpus,both
 SPECIES,ZEBRINUS,FUNDULUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,10.54,JEFF corpus,both
 SPECIES,ZEBRINUS,FUNDULUS, GENUS,VTO ontology,is_a,PARENT-CHILD,2.0,10.54,JEFF corpus,both
