TAXRANK_target,target,source,TAXRANK_source,data_source_x,relations_x,relations_y,Hits,Score,data_source_y,_merge
,TRUTTA,FONTINALIS,,,,PARENT-CHILD,2.0,6.52,JEFF corpus,right_only
,HYMENOPTERA,FORMICIDAE,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,MAGBANUA,FRANCIS,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,ICTALURIDAE,FUNDULIDAE,,,,CHILD-PARENT,1.0,13.99,JEFF corpus,right_only
,LINNAEUS,FUNDULUS,,,,PARENT-CHILD,1.0,7.62,JEFF corpus,right_only
,MICROPTERUS,FUNDULUS,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,PIMEPHALES,FUNDULUS,,,,PARENT-CHILD,1.0,9.38,JEFF corpus,right_only
,DAPHNIA,GAMBUSIA,,,,PARENT-CHILD,2.0,9.46,JEFF corpus,right_only
,HOLBROOKI,GAMBUSIA,,,,PARENT-CHILD,47.0,13.4,JEFF corpus,right_only
,IMPACT,GAMBUSIA,,,,PARENT-CHILD,1.0,8.47,JEFF corpus,right_only
,HOLBROOKI,GAMHUSIA,,,,CHILD-PARENT,1.0,9.3,JEFF corpus,right_only
,FORMICIDAE,GAMMARIDAE,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,DYTISCUS,GAMMARUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,HALIPLUS,GAMMARUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,LIMNOPHILUS,GAMMARUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,MINUS,GAMMARUS,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,PSEUDOLIMNAEUS,GAMMARUS,,,,PARENT-CHILD,2.0,13.0,JEFF corpus,right_only
,PULEX,GAMMARUS,,,,PARENT-CHILD,3.0,12.41,JEFF corpus,right_only
,HOLBROOKI,GAMUSIA,,,,CHILD-PARENT,1.0,9.3,JEFF corpus,right_only
,LINNAEUS,GASTEROSTEUS,,,,PARENT-CHILD,4.0,9.16,JEFF corpus,right_only
,PUNGITIUS,GASTEROSTEUS,,,,PARENT-CHILD,1.0,7.73,JEFF corpus,right_only
,OSTRACODA,GASTROPODA,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,UNIONIDAE,GASTROPODA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,KINDTII,GIBBERUM,,,,PARENT-CHILD,1.0,11.83,JEFF corpus,right_only
,LONGIMANUS,GIBBERUM,,,,PARENT-CHILD,1.0,11.41,JEFF corpus,right_only
,LINNAEUS,GIBBOSUS,,,,PARENT-CHILD,3.0,9.58,JEFF corpus,right_only
,PARVA,GIBBOSUS,,,,PARENT-CHILD,1.0,10.0,JEFF corpus,right_only
,GIBBOSUS,GIBELIO,,,,PARENT-CHILD,1.0,8.96,JEFF corpus,right_only
,TELEOSTEI,GIGAS,,,,PARENT-CHILD,2.0,13.0,JEFF corpus,right_only
,CHUB,GILA,,,,PARENT-CHILD,1.0,11.41,JEFF corpus,right_only
,TOPMINNOW,GILA,,,,PARENT-CHILD,1.0,11.41,JEFF corpus,right_only
,ERYTHROPHTHALMUS,GLANIS,,,,PARENT-CHILD,1.0,9.79,JEFF corpus,right_only
,MAXIMA,GLYCERIA,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,PAGANELLUS,GOBIIDAE,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,PERCIDAE,GOBIIDAE,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,ALBIPINNATUS,GOBIO,,,,CHILD-PARENT,1.0,10.0,JEFF corpus,right_only
,LEUCISCUS,GOBIO,,,,CHILD-PARENT,1.0,10.09,JEFF corpus,right_only
,LINNAEUS,GOBIO,,,,CHILD-PARENT,2.0,9.01,JEFF corpus,right_only
,AIENSIS,GOBIOIDEI,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,SANDER,GOBIOIDEI,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,SICYOPTERUS,GOBIOIDEI,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,VITREUS,GOBIOIDEI,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,COTIDIANUS,GOBIUS,,,,CHILD-PARENT,1.0,11.09,JEFF corpus,right_only
,BLOCHII,GRACILIS,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,TRICHOPTERA,GRACILOIDES,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,PULEX,GUMMARUS,,,,CHILD-PARENT,2.0,12.19,JEFF corpus,right_only
,PULEX,GUMMURUS,,,,CHILD-PARENT,1.0,11.3,JEFF corpus,right_only
,CERNUA,GYMNOCEPHALUS,,,,PARENT-CHILD,13.0,12.51,JEFF corpus,right_only
,KAMTSCHATKANA,HALIOTIS,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,RUBRA,HALIOTIS,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,DA,HARDANGERVID,,,,CHILD-PARENT,1.0,13.0,JEFF corpus,right_only
,UNIONIDAE,HARPACTICOIDA,,,,CHILD-PARENT,1.0,13.0,JEFF corpus,right_only
,HEMIPTERA,HELVUM,,,,CHILD-PARENT,1.0,11.3,JEFF corpus,right_only
,ARACHNIDAE,HEMIPTERA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,GAMMARIDAE,HEMIPTERA,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,HEMIPTERA,HEMIPTERA,,,,PARENT-CHILD,1.0,11.0,JEFF corpus,right_only
,ODONATA,HEMIPTERA,,,,PARENT-CHILD,1.0,11.41,JEFF corpus,right_only
,HYDROPSYCHIDAE,HEPTAGENIIDAE,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,LINNAEUS,HETEROCLITUS,,,,CHILD-PARENT,1.0,8.03,JEFF corpus,right_only
,VULGARIS,HIPPURIS,,,,PARENT-CHILD,2.0,13.41,JEFF corpus,right_only
,GIBBERUM,HOLOPEDIUM,,,,PARENT-CHILD,4.0,13.99,JEFF corpus,right_only
,AMERICANUS,HOMARUS,,,,CHILD-PARENT,1.0,12.68,JEFF corpus,right_only
,ARGRYTUS,HYBOGNATHUS,,,,PARENT-CHILD,1.0,11.19,JEFF corpus,right_only
,ICTIOBUS,HYBOGNATHUS,,,,PARENT-CHILD,1.0,11.19,JEFF corpus,right_only
,PIMEPHALES,HYBOPSIS,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,UNIONIDAE,HYDRACARINA,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,VERTICILLATA,HYDRILLA,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,VERTICILLATU,HYDRILLA,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,COLEOPTERA,HYMENOPTERA,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,FORMICIDAE,HYMENOPTERA,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,HYMENOPTERA,HYMENOPTERA,,,,PARENT-CHILD,1.0,11.83,JEFF corpus,right_only
,ORTHOPTERA,HYMENOPTERA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,NOBILIS,HYPOPHTHALMICHLYS,,,,CHILD-PARENT,1.0,13.0,JEFF corpus,right_only
,SALMONIDAE,ICTALURIDAE,,,,PARENT-CHILD,1.0,11.09,JEFF corpus,right_only
,PUNCTATUS,ICTALURIS,,,,CHILD-PARENT,1.0,10.35,JEFF corpus,right_only
,PARVA,INVADER,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,PSEUDORASBORA,INVADER,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,LONGIMANUS,KINDTII,,,,CHILD-PARENT,1.0,11.41,JEFF corpus,right_only
,SICCULUS,LA.,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,AYRESI,LAMPETRA,,,,PARENT-CHILD,1.0,8.76,JEFF corpus,right_only
,CAMTSCHATICA,LAMPETRA,,,,PARENT-CHILD,1.0,8.76,JEFF corpus,right_only
,SPP,LAMPETRA,,,,PARENT-CHILD,2.0,9.69,JEFF corpus,right_only
,MARGINATUS,LATIPINNU,,,,CHILD-PARENT,1.0,12.41,JEFF corpus,right_only
,GIBBOSUS,LECITHASTER,,,,CHILD-PARENT,1.0,8.96,JEFF corpus,right_only
,LEPIDOPTERA,LEPIDOPTERA,,,,CHILD-PARENT,1.0,12.41,JEFF corpus,right_only
,HIODON,LEPISOSTEUS,,,,PARENT-CHILD,2.0,11.0,JEFF corpus,right_only
,CONSUMPTION,LEPOMIS,,,,PARENT-CHILD,2.0,8.79,JEFF corpus,right_only
,ETHEOSTOMA,LEPOMIS,,,,PARENT-CHILD,1.0,7.76,JEFF corpus,right_only
,HUMILUS,LEPOMIS,,,,PARENT-CHILD,1.0,7.8,JEFF corpus,right_only
,LINNAEUS,LEPOMIS,,,,PARENT-CHILD,2.0,7.92,JEFF corpus,right_only
,MACHROCHIRUS,LEPOMIS,,,,PARENT-CHILD,1.0,7.8,JEFF corpus,right_only
,MICROPTERUS,LEPOMIS,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,YOPHORUS,LEPORINUS,,,,PARENT-CHILD,1.0,11.41,JEFF corpus,right_only
,KINDTII,LEPTODORA,,,,PARENT-CHILD,6.0,13.88,JEFF corpus,right_only
,ALASKENSE,LETHENTERON,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,LEUSCISCUS,LEUCISCUS,,,,PARENT-CHILD,1.0,8.81,JEFF corpus,right_only
,PYRENAICUS,LEUCISCUS,,,,PARENT-CHILD,5.0,11.04,JEFF corpus,right_only
,INTESTINALIS,LIGULA,,,,PARENT-CHILD,9.0,13.99,JEFF corpus,right_only
,FONTINALIS,LIRCEUS,,,,CHILD-PARENT,1.0,7.63,JEFF corpus,right_only
,TRICHOPTERA,LONGISPINA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,ESOX,LONTRA,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,LUCIUS,LONTRA,,,,PARENT-CHILD,1.0,11.67,JEFF corpus,right_only
,SANDER,LONTRA,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,VITREUS,LONTRA,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,PIMELODIDAE,LORICARIIDAE,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,CATOSTOMUS,LOTA,,,,PARENT-CHILD,1.0,10.91,JEFF corpus,right_only
,LINNAEUS,LOTA,,,,PARENT-CHILD,2.0,7.7349999999999985,JEFF corpus,right_only
,LINNEAUS,LOTA,,,,PARENT-CHILD,4.0,13.19,JEFF corpus,right_only
,SALMONIDAE,LOTIDAE,,,,PARENT-CHILD,2.0,11.99,JEFF corpus,right_only
,ALBANICUS,LUCIOBARBUS,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,LUCIUS,LUCIOPERCA,,,,PARENT-CHILD,1.0,11.83,JEFF corpus,right_only
,BJOERKNA,LUCIUS,,,,CHILD-PARENT,1.0,9.35,JEFF corpus,right_only
,CYANELLUS,LUCIUS,,,,CHILD-PARENT,1.0,9.71,JEFF corpus,right_only
,FLUVIATILIS,LUCIUS,,,,CHILD-PARENT,5.0,9.05,JEFF corpus,right_only
,LINNAEUS,LUCIUS,,,,CHILD-PARENT,15.0,11.69,JEFF corpus,right_only
,NASUS,LUCIUS,,,,CHILD-PARENT,1.0,9.09,JEFF corpus,right_only
,ALCEDO,LUTRA,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,ARDEA,LUTRA,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,ATTHIS,LUTRA,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,EGRETTA,LUTRA,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,GARZETTA,LUTRA,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,VARIEGATUS,LYTECHINUS,,,,CHILD-PARENT,1.0,13.99,JEFF corpus,right_only
,PEELLII,MACCULLOCHELLA,,,,PARENT-CHILD,1.0,10.54,JEFF corpus,right_only
,PERCICHTHYIDAE,MACQUARIA,,,,PARENT-CHILD,1.0,9.71,JEFF corpus,right_only
,MACROCHIRUS,MACROCHIRUS,,,,CHILD-PARENT,1.0,9.14,JEFF corpus,right_only
,CHARACIFORMES,MACROPOMUM,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,MESOPOTAMICUS,MACULATUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,NASUTUS,MACULATUS,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,AMBIGUA,MAQUARIA,,,,CHILD-PARENT,1.0,10.6,JEFF corpus,right_only
,LINNAEUS,MARINUS,,,,PARENT-CHILD,4.0,10.0,JEFF corpus,right_only
,DIPTERA,MEGALOPTERA,,,,PARENT-CHILD,1.0,11.3,JEFF corpus,right_only
,EPHEMEROPTERA,MEGALOPTERA,,,,PARENT-CHILD,2.0,12.54,JEFF corpus,right_only
,TRICHOPTERA,MEGALOPTERA,,,,PARENT-CHILD,1.0,10.47,JEFF corpus,right_only
,ETHEOSTOMA,MEGALOTIS,,,,PARENT-CHILD,1.0,12.41,JEFF corpus,right_only
,ALBELLUS,MERGUS,,,,PARENT-CHILD,2.0,13.41,JEFF corpus,right_only
,ZEBRA,METRIACLIMA,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,DOLOMIEUI,MICROPTERUS,,,,PARENT-CHILD,8.0,12.19,JEFF corpus,right_only
,ETHEOSTOMA,MICROPTERUS,,,,PARENT-CHILD,1.0,9.27,JEFF corpus,right_only
,PUNCTATUS,MICROPTERUS,,,,PARENT-CHILD,1.0,8.82,JEFF corpus,right_only
,PIMEPHALES,MIRABILIS,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,MIRZA,MIRANDA,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,BIVALVIA,MOLLUSCA,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,TRICHOPTERA,MOLLUSCA,,,,PARENT-CHILD,1.0,10.6,JEFF corpus,right_only
,MISSISSIPIENSIS,MORONE,,,,PARENT-CHILD,1.0,10.3,JEFF corpus,right_only
,DUQUESNEI,MOXOSTOMA,,,,PARENT-CHILD,4.0,12.75,JEFF corpus,right_only
,MACROLEPIDUM,MOXOSTOMA,,,,PARENT-CHILD,1.0,11.0,JEFF corpus,right_only
,LINNAEUS,MUGIL,,,,PARENT-CHILD,1.0,7.97,JEFF corpus,right_only
,TERAPONTIDAE,MUGILIDAE,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,ESOX,MUSTELA,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,LUCIUS,MUSTELA,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,SPILOPLEURA,MYERSII,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,THOMPSONI,MYOXOCEPHALUS,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,CERATOPHYLLUM,MYRIOPHYLLUM,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,SPICATUM,MYRIOPHYLLUM,,,,PARENT-CHILD,5.0,13.73,JEFF corpus,right_only
,GAMMARIDAE,MYSIDAE,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,DILUVANIA,MYSIS,,,,PARENT-CHILD,1.0,10.35,JEFF corpus,right_only
,DILUVIANA,MYSIS,,,,PARENT-CHILD,8.0,13.0,JEFF corpus,right_only
,RELICATA,MYSIS,,,,PARENT-CHILD,1.0,10.35,JEFF corpus,right_only
,RELICTA,MYSIS,,,,PARENT-CHILD,14.0,13.55,JEFF corpus,right_only
,TROSSULUS,MYTILUS,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,ROSTRATA,NANA,,,,PARENT-CHILD,1.0,9.87,JEFF corpus,right_only
,PERCA,NATALIS,,,,PARENT-CHILD,1.0,12.19,JEFF corpus,right_only
,AURATUS,NEBULOSUS,,,,PARENT-CHILD,1.0,9.95,JEFF corpus,right_only
,PUNGITIUS,NEOECHINORHYNCHUS,,,,CHILD-PARENT,1.0,9.35,JEFF corpus,right_only
,ELVIRA,NICOLA,,,,PARENT-CHILD,2.0,13.99,JEFF corpus,right_only
,LINNAEUS,NILOTICUS,,,,CHILD-PARENT,1.0,8.03,JEFF corpus,right_only
,CAMPOSTOMA,NOCOMIS,,,,PARENT-CHILD,1.0,10.91,JEFF corpus,right_only
,PLATYRYNCHUS,NOCOMIS,,,,PARENT-CHILD,1.0,10.91,JEFF corpus,right_only
,HYBOGNATHUS,NOTEMIGONUS,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,SPP,NOTHOFAGUS,,,,CHILD-PARENT,1.0,12.41,JEFF corpus,right_only
,GASTROPODA,NOTOSTRACA,,,,CHILD-PARENT,1.0,13.41,JEFF corpus,right_only
,CAERULEUS,NOTROPIS,,,,PARENT-CHILD,1.0,9.21,JEFF corpus,right_only
,CORNUTUS,NOTROPIS,,,,PARENT-CHILD,1.0,9.14,JEFF corpus,right_only
,LUTIPPINIS,NOTROPIS,,,,PARENT-CHILD,1.0,9.21,JEFF corpus,right_only
,LUTRENSIS,NOTROPIS,,,,PARENT-CHILD,3.0,10.54,JEFF corpus,right_only
,NOTROPIS,NOTROPIS,,,,PARENT-CHILD,2.0,10.16,JEFF corpus,right_only
,PERCINA,NOTROPIS,,,,PARENT-CHILD,1.0,9.06,JEFF corpus,right_only
,ROSEIPINNIS,NOTROPIS,,,,PARENT-CHILD,1.0,9.21,JEFF corpus,right_only
,SPILOPTERUS,NOTROPIS,,,,PARENT-CHILD,1.0,9.21,JEFF corpus,right_only
,VENUSTUS,NOTROPIS,,,,PARENT-CHILD,3.0,10.75,JEFF corpus,right_only
,PERCINA,NOTURUS,,,,PARENT-CHILD,1.0,11.83,JEFF corpus,right_only
,LUTEA,NUPHAR,,,,PARENT-CHILD,2.0,13.67,JEFF corpus,right_only
,LUTEUM,NUPHAR,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,LOTUS,NYMPHAEA,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,MACULATUS,NYMPHAEA,,,,PARENT-CHILD,1.0,9.24,JEFF corpus,right_only
,OSSEUS,OCULATUS,,,,PARENT-CHILD,1.0,11.3,JEFF corpus,right_only
,AMPHIPODA,ODONATA,,,,PARENT-CHILD,1.0,12.68,JEFF corpus,right_only
,DIPTERA,ODONATA,,,,PARENT-CHILD,1.0,11.3,JEFF corpus,right_only
,PLECOPTERA,ODONATA,,,,PARENT-CHILD,1.0,11.3,JEFF corpus,right_only
,TRICHOPTERA,ODONATA,,,,PARENT-CHILD,1.0,10.47,JEFF corpus,right_only
,APPLICATA,OECOLOGIA,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,RUTILUS,OECONOMUS,,,,CHILD-PARENT,1.0,7.27,JEFF corpus,right_only
,CRUSTACEA,OLIGOCHAETA,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,EPHEMEROPTERA,OLIGOCHAETA,,,,PARENT-CHILD,1.0,11.83,JEFF corpus,right_only
,MORONE,OLIVARIS,,,,PARENT-CHILD,2.0,12.83,JEFF corpus,right_only
,PERCA,OLMSTEDI,,,,CHILD-PARENT,1.0,12.19,JEFF corpus,right_only
,CLARKI,ONCHORHYNCHUS,,,,PARENT-CHILD,2.0,11.3,JEFF corpus,right_only
,MYKISS,ONCHORHYNCHUS,,,,PARENT-CHILD,5.0,9.41,JEFF corpus,right_only
,NERKA,ONCHORHYNCHUS,,,,PARENT-CHILD,1.0,8.09,JEFF corpus,right_only
,NERKU,ONCHORHYNCHUS,,,,PARENT-CHILD,1.0,11.3,JEFF corpus,right_only
,TSCHAWYTSCHA,ONCHORHYNCHUS,,,,PARENT-CHILD,1.0,11.19,JEFF corpus,right_only
,TSHAWYTSCHA,ONCHORHYNCHUS,,,,PARENT-CHILD,1.0,8.13,JEFF corpus,right_only
,KISUTCH,ONCHORHYNRUS,,,,CHILD-PARENT,1.0,7.8,JEFF corpus,right_only
,KISUTCH,ONCHORYCHUS,,,,CHILD-PARENT,1.0,7.8,JEFF corpus,right_only
,MYKISS,ONCHORYNCHUS,,,,CHILD-PARENT,2.0,8.14,JEFF corpus,right_only
,TSHAWYTSCHA,ONCORCHYNCHUS,,,,CHILD-PARENT,1.0,8.27,JEFF corpus,right_only
,NERKA,ONCORHYCHUS,,,,PARENT-CHILD,1.0,8.22,JEFF corpus,right_only
,CLARKI,ONCORHYNCHUS,,,,PARENT-CHILD,12.0,9.27,JEFF corpus,right_only
,KITSUTCH,ONCORHYNCHUS,,,,PARENT-CHILD,2.0,6.71,JEFF corpus,right_only
,MASU,ONCORHYNCHUS,,,,PARENT-CHILD,2.0,6.71,JEFF corpus,right_only
,ONCORHYNCHUS,ONCORHYNCHUS,,,,PARENT-CHILD,2.0,6.7,JEFF corpus,right_only
,RHODURUS,ONCORHYNCHUS,,,,PARENT-CHILD,2.0,6.71,JEFF corpus,right_only
,SPP,ONCORHYNCHUS,,,,PARENT-CHILD,2.0,6.71,JEFF corpus,right_only
,TSCHAWYTSCHA,ONCORHYNCHUS,,,,PARENT-CHILD,2.0,6.71,JEFF corpus,right_only
,GORBUSCHA,ONCORHYNCUS,,,,CHILD-PARENT,1.0,10.35,JEFF corpus,right_only
,KETA,ONCORHYNCUS,,,,CHILD-PARENT,1.0,10.41,JEFF corpus,right_only
,KISUTCH,ONCORHYNCUS,,,,CHILD-PARENT,4.0,9.72,JEFF corpus,right_only
,NERKA,ONCORHYNCUS,,,,CHILD-PARENT,1.0,8.11,JEFF corpus,right_only
,TSHAWYTSCHA,ONCORHYNCUS,,,,CHILD-PARENT,2.0,9.16,JEFF corpus,right_only
,KISUTCH,ONCORHYNUS,,,,CHILD-PARENT,1.0,7.8,JEFF corpus,right_only
,NERKA,ONCORLIYNCHUS,,,,CHILD-PARENT,1.0,8.22,JEFF corpus,right_only
,KISUTCH,ONCORYNCHUS,,,,CHILD-PARENT,1.0,7.79,JEFF corpus,right_only
,MYKISS,ONCORYNCHUS,,,,CHILD-PARENT,1.0,7.15,JEFF corpus,right_only
,NOTEMIGONUS,OPSOPOEODUS,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,LEPIDOPTERA,ORNATA,,,,CHILD-PARENT,1.0,12.41,JEFF corpus,right_only
,CLADOCERA,ORTHOCLADIINAE,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
,TANYPODINAE,ORTHOCLADIINAE,,,,PARENT-CHILD,1.0,13.41,JEFF corpus,right_only
,MORDAX,OSMERIDAE,,,,PARENT-CHILD,2.0,11.41,JEFF corpus,right_only
,CATCH,OSSEUS,,,,PARENT-CHILD,1.0,13.99,JEFF corpus,right_only
,HIODON,OSSEUS,,,,PARENT-CHILD,2.0,12.83,JEFF corpus,right_only
,CHARACIFORMES,OSTARIOPHYSI,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,DORADIDAE,OSTARIOPHYSI,,,,PARENT-CHILD,1.0,13.0,JEFF corpus,right_only
,CHARACIDAE,OSTEICHTHYES,,,,PARENT-CHILD,1.0,11.99,JEFF corpus,right_only
