TAXRANK_target,target,source,TAXRANK_source,relations,score.1,Hits,Score,data_source_y
,KINDTII,LEPTODORA,,,13.67,2.0,13.67,WEB corpus
,POTAMANTHIDAE,LEPTOPHLEBIIDAE,,,13.99,1.0,13.99,WEB corpus
,ELLIPTICUM,LEPTOSPERMUM,,,13.99,1.0,13.99,WEB corpus
,CALOPTERYGIDAE,LESTIDAE,,,13.99,1.0,13.99,WEB corpus
,MACRURUS,LIMNOCALANUS,,,13.99,1.0,13.99,WEB corpus
,FRONTOSA,LIMNOSIDA,,,13.99,1.0,13.99,WEB corpus
,POLYPHEMUS,LIMULUS,,,13.99,1.0,13.99,WEB corpus
,NIGRISTIGMA,LIPSOTHRIX,,,13.99,1.0,13.99,WEB corpus
,CATESBEIANUS,LITHOBATES,,,13.99,1.0,13.99,WEB corpus
,SANTOLLA,LITHODES,,,13.99,3.0,13.99,WEB corpus
,UNIFLORA,LITTORELLA,,,13.99,3.0,13.99,WEB corpus
,MULTIDACCULATUM,LOBATOZOUM,,,13.99,3.0,13.99,WEB corpus
,DORTMANNA,LOBELIA,,,13.99,1.0,13.99,WEB corpus
,CARCINOPHAGUS,LOBODON,,,13.99,1.0,13.99,WEB corpus
,PLEI,LOLIGO,,,13.99,1.0,13.99,WEB corpus
,IMPLEXA,LONICERA,,,13.99,1.0,13.99,WEB corpus
,CALLICHTHYIDAE,LORICARIIDAE,,,13.99,1.0,13.99,WEB corpus
,FAXONI,LUCIFER,,,13.99,1.0,13.99,WEB corpus
,MUTABILIS,LUPINUS,,,13.99,1.0,13.99,WEB corpus
,MICROPHYLLUM,LYGODIUM,,,13.99,1.0,13.99,WEB corpus
,WURDEMANNI,LYSMATA,,,13.99,2.0,13.99,WEB corpus
,SALICARIA,LYTHRUM,,,13.99,3.0,13.99,WEB corpus
,IKEI,MACCULLOCHELA,,,13.99,1.0,13.99,WEB corpus
,BALTHICA,MACOMA,,,13.99,7.0,13.99,WEB corpus
,ROSENBERGII,MACROBRACHIUM,,,13.67,16.0,13.67,WEB corpus
,ALBIDUS,MACROCYCLOPS,,,13.99,1.0,13.99,WEB corpus
,STELLATARUM,MACROGLOSSUM,,,13.99,2.0,13.99,WEB corpus
,BRANICKII,MACROHEPTOPUS,,,13.99,1.0,13.99,WEB corpus
,MARGARITIFERA,MARGARITIFERA,,,13.94,53.0,13.94,WEB corpus
,PAULENSIS,MARMOSPS,,,13.99,1.0,13.99,WEB corpus
,REFRINGENS,MARTEILIA,,,13.67,2.0,13.67,WEB corpus
,SIGNATA,MEGARCYS,,,13.99,1.0,13.99,WEB corpus
,JOHANNI,MELANOCHROMIS,,,13.99,1.0,13.99,WEB corpus
,TUBERCULATA,MELANOIDES,,,13.83,8.0,13.83,WEB corpus
,COSTATA,MELANOPSIS,,,13.99,1.0,13.99,WEB corpus
,AURELIA,MELITAEA,,,13.99,1.0,13.99,WEB corpus
,MERCENARIA,MERCENARIA,,,13.99,5.0,13.99,WEB corpus
,COLEPS,MESODINIUM,,,13.99,2.0,13.99,WEB corpus
,SLABBERI,MESOPODOPSIS,,,13.99,1.0,13.99,WEB corpus
,DENTICULATUM,MESORCHIS,,,13.67,2.0,13.67,WEB corpus
,ANISOPLIAE,METARHIZIUM,,,13.99,1.0,13.99,WEB corpus
,DEPRESSUS,METOPAULIAS,,,13.99,3.0,13.99,WEB corpus
,ANTONINI,MICAELA,,,13.99,1.0,13.99,WEB corpus
,AERUGINOSA,MICROCYSTIS,,,13.99,3.0,13.99,WEB corpus
,NORVEGICA,MICROSETELLA,,,13.77,6.0,13.77,WEB corpus
,PTEROPUS,MICROSORUM,,,13.99,1.0,13.99,WEB corpus
,LONGICARPUS,MICTYRIS,,,13.99,1.0,13.99,WEB corpus
,CELLULARIA,MITROCOMA,,,13.99,1.0,13.99,WEB corpus
,LEIDYI,MNEMIOPSIS,,,13.99,1.0,13.99,WEB corpus
,GYRODACTYLIDAE,MONOGENEA,,,13.79,13.0,13.79,WEB corpus
,CAVERNOSA,MONTASTRAEA,,,13.99,1.0,13.99,WEB corpus
,FLORULENTA,MUEHLENBECKIA,,,13.99,1.0,13.99,WEB corpus
,ARENARIA,MYA,,,13.77,3.0,13.77,WEB corpus
,GALLISEPTICUM,MYCOPLASMA,,,13.99,1.0,13.99,WEB corpus
,SPICATUM,MYRIOPHYLLUM,,,13.75,57.0,13.75,WEB corpus
,NEMURUS,MYSTUS,,,13.99,2.0,13.99,WEB corpus
,EDULIS,MYTILUS,,,13.55,11.0,13.55,WEB corpus
,BIVALVULIDA,MYXOSPOREA,,,13.99,1.0,13.99,WEB corpus
,SALMINCOLA,NANOPHYETUS,,,13.99,2.0,13.99,WEB corpus
,OBSOLETUS,NASSARIUS,,,13.99,1.0,13.99,WEB corpus
,PANAQUE,NATALIS,,,13.99,2.0,13.99,WEB corpus
,CONGREX,NAUCORIS,,,13.99,2.0,13.99,WEB corpus
,MYOXOCEPHALUS,NAUPLIUS,,,13.99,1.0,13.99,WEB corpus
,SPINNERI,NEMATOBOTHRIUM,,,13.99,4.0,13.99,WEB corpus
,DIFFICILIS,NEMATOCELIS,,,13.99,1.0,13.99,WEB corpus
,BOMBYLIIDAE,NEMESTRINIDAE,,,13.99,1.0,13.99,WEB corpus
,TEXOMENSIS,NEMOTOBOTHRIUM,,,13.99,1.0,13.99,WEB corpus
,UMBELLUS,NEOCHASMUS,,,13.99,1.0,13.99,WEB corpus
,PELAMYDIS,NEODIPLOTREMA,,,13.99,2.0,13.99,WEB corpus
,MACROPTERUS,NEOTHUNNUS,,,13.99,1.0,13.99,WEB corpus
,UNCINATA,NEOTRYPAEA,,,13.99,2.0,13.99,WEB corpus
,SISYRIDAE,NEUROPTERA,,,13.99,1.0,13.99,WEB corpus
,BRASILIENSIS,NIPPOSTRONGYLUS,,,13.67,2.0,13.67,WEB corpus
,SPUMIGENA,NODULARIA,,,13.99,4.0,13.99,WEB corpus
,PSEPHENIDAE,NOTERIDAE,,,13.99,1.0,13.99,WEB corpus
,HEMICORDULIA,NOUSIA,,,13.99,1.0,13.99,WEB corpus
,PELTATA,NYMPHOIDES,,,13.67,4.0,13.67,WEB corpus
,ALBIFASCIATUS,OCHLEROTAHUS,,,13.99,1.0,13.99,WEB corpus
,DENDROBRACHIIDAE,OCTOCORALLIA,,,13.99,1.0,13.99,WEB corpus
,FULVA,ODONTOMESA,,,13.99,1.0,13.99,WEB corpus
,DENTATUM,OESOPHAGOSTOMUM,,,13.99,1.0,13.99,WEB corpus
,RHENANA,OLIGONEURIELLA,,,13.99,1.0,13.99,WEB corpus
,MUSTELUS,ONOS,,,13.99,4.0,13.99,WEB corpus
,BRUMATA,OPEROPHTERA,,,13.99,2.0,13.99,WEB corpus
,COASTA,OREGON,,,13.99,1.0,13.99,WEB corpus
,CRAMERI,OREGONICHTHUS,,,13.99,1.0,13.99,WEB corpus
,PTYCHOCHEILUS,ORNITHODIPLOSTOMUM,,,13.67,2.0,13.67,WEB corpus
,CANCELLATUM,ORTHETRUM,,,13.99,1.0,13.99,WEB corpus
,RUBESCENS,OSCITILLORIA,,,13.99,1.0,13.99,WEB corpus
,GALAXIIFORMES,OSMERIFORMES,,,13.99,1.0,13.99,WEB corpus
,RIGIDA,OVA,,,13.99,1.0,13.99,WEB corpus
,LENIUSCULUS,PACIFASTACUS,,,13.91,16.0,13.91,WEB corpus
,MARTENSI,PADOGOBIUS,,,13.99,1.0,13.99,WEB corpus
,GROENLANDICUS,PAGOPHILUS,,,13.99,1.0,13.99,WEB corpus
,AEGEUS,PAPILIO,,,13.99,1.0,13.99,WEB corpus
,LIVIDUS,PARACENTROTUS,,,13.99,1.0,13.99,WEB corpus
,WESTERMANI,PARAGONIMUS,,,13.99,1.0,13.99,WEB corpus
,MUGILOIDIDAE,PARAPERCIDAE,,,13.99,1.0,13.99,WEB corpus
,CRONI,PARATHALESTRIS,,,13.99,1.0,13.99,WEB corpus
,BARBIGER,PARAXANTHUS,,,13.99,2.0,13.99,WEB corpus
,PENNSYLVANICA,PARCOBLATTA,,,13.99,1.0,13.99,WEB corpus
,CYLINDRICA,PARREYSIA,,,13.83,4.0,13.83,WEB corpus
,MINIBICORNIS,PARVICAPSULA,,,13.99,5.0,13.99,WEB corpus
,CRASSIROSTRIS,PARVOCALANUS,,,13.99,3.0,13.99,WEB corpus
,RADIATUM,PARYPHOSTOMUM,,,13.99,2.0,13.99,WEB corpus
,HATCHERI,PATAGONINA,,,13.99,2.0,13.99,WEB corpus
,VULGATA,PATELLA,,,13.99,1.0,13.99,WEB corpus
,HIODONTIS,PAURORHYNCHUS,,,13.99,1.0,13.99,WEB corpus
,CORVENTUM,PEARSONELLUM,,,13.99,5.0,13.99,WEB corpus
,CONTINENTALES,PECES,,,13.99,1.0,13.99,WEB corpus
,NOCTILUCA,PELAGIA,,,13.99,1.0,13.99,WEB corpus
,ONOCHROTALUS,PELECANUS,,,13.99,1.0,13.99,WEB corpus
,LEOENSIS,PELLONULA,,,13.99,1.0,13.99,WEB corpus
,CARNIVORA,PERISSODACTYLA,,,13.99,1.0,13.99,WEB corpus
,PERLIDAE,PERLODIDAE,,,13.99,1.0,13.99,WEB corpus
,CANALICULUS,PERNA,,,13.99,2.0,13.99,WEB corpus
,DICENTRARCHI,PHILASTERIDES,,,13.99,1.0,13.99,WEB corpus
,ONCORHYNCHI,PHILONEMA,,,13.99,7.0,13.99,WEB corpus
,CALAMOCERATIDAE,PHILORHEITHRIDAE,,,13.99,1.0,13.99,WEB corpus
,RAFFAE,PHREATOICOPSIS,,,13.99,1.0,13.99,WEB corpus
,GYRAULUS,PHYSA,,,13.99,1.0,13.99,WEB corpus
,GYRINA,PHYSELLA,,,13.99,1.0,13.99,WEB corpus
,PASTORIS,PICHIA,,,13.99,1.0,13.99,WEB corpus
,MAKIANUS,PILUMNOPEUS,,,13.99,1.0,13.99,WEB corpus
,SYLVESTRIS,PINUS,,,13.67,2.0,13.67,WEB corpus
,PIPISTRELLUS,PIPESTRELLUS,,,13.99,1.0,13.99,WEB corpus
,CONICA,PIRENELLA,,,13.86,5.0,13.86,WEB corpus
,GEOMETRA,PISCICOLA,,,13.99,5.0,13.99,WEB corpus
,LAUTERBORNII,PLANCTONEMA,,,13.99,2.0,13.99,WEB corpus
,GAUDICHAUDII,PLATYMERA,,,13.99,1.0,13.99,WEB corpus
,BACHEI,PLEUROBRACHIA,,,13.99,1.0,13.99,WEB corpus
,BOTHIDAE,PLEURONECTIDAE,,,13.99,3.0,13.99,WEB corpus
,OSTREATUS,PLEUROTUS,,,13.99,1.0,13.99,WEB corpus
,SERICEA,PLUCHEA,,,13.99,1.0,13.99,WEB corpus
,ATOMON,PODOCOTYLE,,,13.99,2.0,13.99,WEB corpus
,DOLICHOPTERA,POLYARTHRA,,,13.99,2.0,13.99,WEB corpus
,PARADOXUS,POLYMORPHUS,,,13.67,2.0,13.67,WEB corpus
,PEDICULUS,POLYPHEMUS,,,13.67,2.0,13.67,WEB corpus
,LEPISOSTEUS,POLYPTERUS,,,13.99,1.0,13.99,WEB corpus
,INSULARUM,POMACEA,,,13.99,2.0,13.99,WEB corpus
,CORDATA,PONTEDERIA,,,13.99,3.0,13.99,WEB corpus
,FREMONTII,POPULUS,,,13.99,1.0,13.99,WEB corpus
,CELIA,PORTELLA,,,13.99,1.0,13.99,WEB corpus
,PELAGICUS,PORTUNUS,,,13.99,2.0,13.99,WEB corpus
,OCEANICA,POSIDONIA,,,13.99,1.0,13.99,WEB corpus
,GRAYII,POSTDIPLOSTOMUM,,,13.99,2.0,13.99,WEB corpus
,AMURENSIS,POTAMOCORBULA,,,13.51,5.0,13.51,WEB corpus
,CINGULATUS,POTAMOPHYLAX,,,13.99,2.0,13.99,WEB corpus
,ANTIPODARUM,POTAMOPYRGUS,,,13.99,9.0,13.99,WEB corpus
,ADUSTA,POVILLA,,,13.67,2.0,13.67,WEB corpus
,CRUCIBULUM,PROSORHYNCHUS,,,13.99,1.0,13.99,WEB corpus
,LONGICOLLIS,PROTEOCEPHALUS,,,13.99,1.0,13.99,WEB corpus
,MURICOLA,PROTOSPIRURA,,,13.99,1.0,13.99,WEB corpus
,CRICOTOPUS,PSECTROCLADIUS,,,13.99,2.0,13.99,WEB corpus
,PTILODACTYLIDAE,PSEPHENIDAE,,,13.99,1.0,13.99,WEB corpus
,SPINESCENS,PSEUDORAPHIS,,,13.99,1.0,13.99,WEB corpus
,COIOIDESIS,PSEUDORHABDOSYNOCHUS,,,13.99,1.0,13.99,WEB corpus
,BREVISTRIATA,PSEUDOSTAUROSIRA,,,13.99,2.0,13.99,WEB corpus
,DECIPIENS,PSEUDOTERRANOVA,,,13.99,1.0,13.99,WEB corpus
,AQUILINUM,PTERIDIUM,,,13.99,1.0,13.99,WEB corpus
,EIMEKEI,PTEROPHYLLUM,,,13.58,3.0,13.58,WEB corpus
,SURINAMENSIS,PYCNOSCELUS,,,13.99,1.0,13.99,WEB corpus
,CATARACTA,PYGANADON,,,13.77,3.0,13.77,WEB corpus
,GENATA,PYGIDIOPSIS,,,13.99,2.0,13.99,WEB corpus
,COCCINEA,RALPHARIA,,,13.99,1.0,13.99,WEB corpus
,RANINA,RANINA,,,13.99,2.0,13.99,WEB corpus
,FLUITANTIS,RANUNCULION,,,13.99,7.0,13.99,WEB corpus
,ACUS,RAPHIDASCARIS,,,13.99,2.0,13.99,WEB corpus
,SALMONINARUM,RENIBACTERIUM,,,13.99,4.0,13.99,WEB corpus
,THELOHANI,RHABDOSPORA,,,13.99,3.0,13.99,WEB corpus
,SIKKIMENSIS,RHANTUS,,,13.99,2.0,13.99,WEB corpus
,TYPUS,RHINODON,,,13.99,1.0,13.99,WEB corpus
,ORYZAE,RHIZOPUS,,,13.83,8.0,13.83,WEB corpus
,PONTICUM,RHODODENDRON,,,13.99,6.0,13.99,WEB corpus
,RHODOPHYTA,RHODYMENIACEAE,,,13.99,1.0,13.99,WEB corpus
,NATTERERI,ROOSEVELTIELLA,,,13.99,1.0,13.99,WEB corpus
,NASTURTIUM-AQUATICUM,RORIPPA,,,13.99,1.0,13.99,WEB corpus
,PACIFICA,ROSSIA,,,13.67,2.0,13.67,WEB corpus
,PROTOZOA,ROTIFERA,,,13.99,1.0,13.99,WEB corpus
,CEREVISIAE,SACCHAROMYCES,,,13.99,8.0,13.99,WEB corpus
,MOLESTA,SALVINIA,,,13.58,3.0,13.58,WEB corpus
,PARASITICA,SAPROLEGNIA,,,13.99,1.0,13.99,WEB corpus
,SOLIDUS,SCHISTOCEPHALUS,,,13.99,13.0,13.99,WEB corpus
,MANSONI,SCHISTOSOMA,,,13.54,4.0,13.54,WEB corpus
,MAXIMUS,SCOPHTHALMUS,,,13.91,25.0,13.91,WEB corpus
,AURICULATA,SCROPHULARIA,,,13.99,1.0,13.99,WEB corpus
,IGNITA,SERATELLA,,,13.99,4.0,13.99,WEB corpus
,ALBESCENS,SERGENTIA,,,13.99,1.0,13.99,WEB corpus
,PERSONATUM,SERICOSTOMA,,,13.99,1.0,13.99,WEB corpus
,EICHHORNIA,SERRASALMUS,,,13.99,1.0,13.99,WEB corpus
,LUTARIA,SIALIS,,,13.99,2.0,13.99,WEB corpus
,CRYSTALLINA,SIDA,,,13.67,4.0,13.67,WEB corpus
,DOERRII,SINOCALANYS,,,13.99,1.0,13.99,WEB corpus
,CALIGIDAE,SIPHONOSTOMATOIDA,,,13.99,1.0,13.99,WEB corpus
,FUSCATA,SISYRA,,,13.99,1.0,13.99,WEB corpus
,COSTATUM,SKELETONEMA,,,13.99,1.0,13.99,WEB corpus
,DULCAMARA,SOLANUM,,,13.99,1.0,13.99,WEB corpus
,ANGLICA,SPARTINA,,,13.67,2.0,13.67,WEB corpus
,EMARGINATUS,SPERCHEUS,,,13.99,1.0,13.99,WEB corpus
,LYMNAEIDAE,SPHAERIIDAE,,,13.67,2.0,13.67,WEB corpus
,ROMANZOFFIANA,SPIRANTHES,,,13.99,1.0,13.99,WEB corpus
,POLYRHIZA,SPIRODELA,,,13.99,3.0,13.99,WEB corpus
,MANSONOIDES,SPIROMETRA,,,13.99,1.0,13.99,WEB corpus
,SUCKLEYI,SQUALUS,,,13.99,1.0,13.99,WEB corpus
,STAUROSIRELLA,STAUROSIRA,,,13.99,2.0,13.99,WEB corpus
,HANTZSCHII,STEPHANODISCUS,,,13.99,2.0,13.99,WEB corpus
,ACULEATUS,STICKLEBACK,,,13.99,1.0,13.99,WEB corpus
,BENTINCKI,STRANGOMERA,,,13.9,14.0,13.9,WEB corpus
,ALOIDES,STRATIOTES,,,13.99,1.0,13.99,WEB corpus
,CRASSICAUDA,STREPTOCARA,,,13.99,1.0,13.99,WEB corpus
,PECTINATA,STUCKENIA,,,13.99,3.0,13.99,WEB corpus
,CHORDATUS,STYKPHORUS,,,13.99,1.0,13.99,WEB corpus
,PRATENSIS,SUCCISA,,,13.99,1.0,13.99,WEB corpus
,LONGIPALPA,SUPELLA,,,13.99,1.0,13.99,WEB corpus
,LIGNICOLA,SYMPOSIOCLADIUS,,,13.99,2.0,13.99,WEB corpus
,CRYPTOMONAS,TABELLARIA,,,13.99,1.0,13.99,WEB corpus
,GRACILENTUS,TANYTARSUS,,,13.99,1.0,13.99,WEB corpus
,ELISA,TECHNIQUE,,,13.99,1.0,13.99,WEB corpus
,LONGICORNIS,TEMORA,,,13.67,2.0,13.67,WEB corpus
,TRICHOPTERA,TERRESTRIAL,,,13.99,1.0,13.99,WEB corpus
,BRYOSALMONAE,TETRACAPSULOIDES,,,13.99,2.0,13.99,WEB corpus
,FISSISPINA,TETRAMERES,,,13.99,1.0,13.99,WEB corpus
,HISPIDUS,TETRAODON,,,13.99,1.0,13.99,WEB corpus
,TERAPONIDAE,THERAPONIDAE,,,13.99,1.0,13.99,WEB corpus
,MAISONNEUVEI,THRYPTOMENE,,,13.99,1.0,13.99,WEB corpus
,SPINIFERA,THYSANOESSA,,,13.99,1.0,13.99,WEB corpus
,SAGITTATUS,TODARODES,,,13.99,1.0,13.99,WEB corpus
,PULLUS,TOXOLASMA,,,13.99,2.0,13.99,WEB corpus
,MACAULATUS,TRACHELIASTES,,,13.99,1.0,13.99,WEB corpus
,NODULOSUS,TRIAENOPHORUS,,,13.54,4.0,13.54,WEB corpus
,CONFUSUM,TRIBOLIUM,,,13.99,2.0,13.99,WEB corpus
,TRICHOPTERUS,TRICHOGASTER,,,13.99,2.0,13.99,WEB corpus
,PROCERA,TRIGLOCHIN,,,13.54,12.0,13.54,WEB corpus
,BASEDOWII,TRIODIA,,,13.99,1.0,13.99,WEB corpus
,IRIDEA,TROTA,,,13.99,5.0,13.99,WEB corpus
,ARC-EN-CIEL,TRUITE,,,13.99,1.0,13.99,WEB corpus
,MONOGENEA,TRUTTAE,,,13.99,2.0,13.99,WEB corpus
,AUSTRALIENSIS,TRYPAEA,,,13.99,1.0,13.99,WEB corpus
,EVANSI,TRYPANOSOMA,,,13.99,1.0,13.99,WEB corpus
,LINDBERGI,TUBULOVESICULA,,,13.99,1.0,13.99,WEB corpus
,LATIFOLIA,TYPHA,,,13.51,5.0,13.51,WEB corpus
,TAENIATA,ULVA,,,13.99,1.0,13.99,WEB corpus
,DECORATUS,UNIO,,,13.99,1.0,13.99,WEB corpus
,CAROLINIANUS,UNIOMERUS,,,13.99,3.0,13.99,WEB corpus
,IMBECILLIS,UTTERBACKIA,,,13.99,3.0,13.99,WEB corpus
,AMBLOPLITIS,UVULIFER,,,13.99,1.0,13.99,WEB corpus
,HYDROBIIDAE,VALVATIDAE,,,13.99,1.0,13.99,WEB corpus
,DICHOTOMA,VAUCHERIA,,,13.99,1.0,13.99,WEB corpus
,MORTOENICUS,VELESUNIO,,,13.99,1.0,13.99,WEB corpus
,NOTONECTIDAE,VELIIDAE,,,13.99,1.0,13.99,WEB corpus
,BECCABUNGA,VERONICA,,,13.99,1.0,13.99,WEB corpus
,CRANIATA,VERTEBRATE,,,13.99,1.0,13.99,WEB corpus
,MOULINSIANA,VERTIGO,,,13.99,3.0,13.99,WEB corpus
,ARTHROPODA,VICTORIENSIS,,,13.99,1.0,13.99,WEB corpus
,LACERTIDAE,VIVIPARA,,,13.99,1.0,13.99,WEB corpus
,GEORGIANUS,VIVIPARUS,,,13.99,19.0,13.99,WEB corpus
,CHAOBORUS,VOLUME,,,13.99,1.0,13.99,WEB corpus
,HELLERI,XIPHOPHORUS,,,13.67,2.0,13.67,WEB corpus
,AERATUS,XYLOCOPA,,,13.99,1.0,13.99,WEB corpus
,RUCKERI,YERSINIA,,,13.99,2.0,13.99,WEB corpus
,ARUGAMENSIS,ZEYLANICOBDELLA,,,13.99,1.0,13.99,WEB corpus
,GASTEROSTEUS,ZOOPLANKTIVORE,,,13.99,1.0,13.99,WEB corpus
,EPISTYLIS,ZOOTHAMNIUM,,,13.99,1.0,13.99,WEB corpus
,MARINA,ZOSTERA,,,13.63,12.0,13.63,WEB corpus
,DUBIA,ZOSTERELLA,,,13.99,1.0,13.99,WEB corpus
,PETIOLATUM,ZYXOMMA,,,13.99,1.0,13.99,WEB corpus
