TAXRANK_target_x,target,source,TAXRANK_source_x,data_source_x_x,relations_x,data_source_y_x,included_x,data_source_x,TAXRANK_target_y,TAXRANK_source_y,data_source_x_y,relations_y,data_source_y_y,included_y,data_source_y,_merge
 SPECIES,CYANELLUS,LEPOMIS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MACROCHIRUS,LEPOMIS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,GIBBOSUS,LEPOMIS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,RUPESTRIS,AMBLOPLITES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,FULIGINOSUS,HEPHAESTUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,GRUNNIENS,APLODINOTUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,NYEREREI,PUNDAMILIA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,GUINEENSIS,TILAPIA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,COTIDIANUS,GOBIOMORPHUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,PUNCTATUM,SICYDIUM, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,PERCNOPTERYGIONUS,STIPHODON, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,JAPONICUS,SICYOPTERUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,STIMPSONI,SICYOPTERUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,LAGOCEPHALUS,SICYOPTERUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,ACUTIPINNIS,COTYLOPUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,CONCOLOR,LENTIPES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,FLAVESCENS,GOBIUSCULUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,MINUTUS,POMATOSCHISTUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,OLORUM,PSEUDOGOBIUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,BREVISPINIS,TRIDENTIGER, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,GIURINUS,RHINOGOBIUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,BRUNNEUS,RHINOGOBIUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MELANOSTOMUS,NEOGOBIUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,SEMILUNARIS,PROTERORHINUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,THOMPSONII,MYOXOCEPHALUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,COGNATUS,COTTUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,CAROLINAE,COTTUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,BAIRDII,COTTUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,PAULUS,COTTUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,GOBIO,COTTUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,ACULEATUS,GASTEROSTEUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,PUNGITIUS,PUNGITIUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,CEPHALUS,MUGIL, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,HETEROCLITUS,FUNDULUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,OLIVACEUS,FUNDULUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,NOTATUS,FUNDULUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,AFFINIS,GAMBUSIA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,RETICULATA,POECILIA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,LATIPINNA,POECILIA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MENIDIA,MENIDIA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,BERYLLINA,MENIDIA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,FLESUS,PLATICHTHYS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,SOLEA,SOLEA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MORHUA,GADUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,LOTA,LOTA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,LUCIUS,ESOX, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,LIMI,UMBRA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,WILLIAMSONI,PROSOPIUM, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,LAVARETUS,COREGONUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,ARTEDI,COREGONUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,ALBULA,COREGONUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,CLUPEAFORMIS,COREGONUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,SARDINELLA,COREGONUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,NASUS,COREGONUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,TRUTTA,SALMO, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,SALAR,SALMO, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,NAMAYCUSH,SALVELINUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,CONFLUENTUS,SALVELINUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,ALPINUS,SALVELINUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MALMA,SALVELINUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,FONTINALIS,SALVELINUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,TSHAWYTSCHA,ONCORHYNCHUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,KISUTCH,ONCORHYNCHUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MYKISS,ONCORHYNCHUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,NERKA,ONCORHYNCHUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 GENUS,THYMALLUS,SALMONIDAE, FAMILY,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,ARCTICUS,THYMALLUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,THYMALLUS,THYMALLUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,ALTIVELIS,PLECOGLOSSUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MORDAX,OSMERUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,EPERLANUS,OSMERUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MACULATUS,GALAXIAS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,FASCIATUS,GALAXIAS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,ARGENTEUS,GALAXIAS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,TRANSMONTANUS,ACIPENSER, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,MARINUS,PETROMYZON, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,TRIDENTATA,LAMPETRA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,FLUVIATILIS,LAMPETRA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,PLANERI,LAMPETRA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,REISSNERI,LETHENTERON, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,CEPHALUS,LEUCISCUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,NEOGAEUS,PHOXINUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,BJOERKNA,ABRAMIS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,BUCCULA,NOTROPIS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,AURATUS,PAGRUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience,,,,,,,,left_only
 SPECIES,CLIFFORDPOPEI,RHINOGOBIUS, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
 SPECIES,VISON,MUSTELA, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF salience, SPECIES, GENUS,VTO ontology,is_a,JEFF corpus,both,JEFF frequency,both
,LINNAEUS,MARINUS,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,GAIRDNERI,SALMO,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,LINNAEUS,ACULEATUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,LINNAEUS,ESOX,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,BOCAGEI,BARBUS,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,FLUVIATILIS,RUTILUS,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,LINNAEUS,FLUVIATILIS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,PYRENAICUS,LEUCISCUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,BAIRDI,COTTUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,LINNAEUS,TRUTTA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,LINNAEUS,LUCIUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,SCLATERI,BARBUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,POLYLEPIS,CHONDROSTOMA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,PULEX,DAPHNIA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,COPEPODA,COLEOPTERA,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,HEMIPTERA,COLEOPTERA,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,ANTILLARUM,SICYDIUM,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,DOLOMIEUI,MICROPTERUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,TRICHOPTERA,PLECOPTERA,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,CYPRINIDAE,TELEOSTEI,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,CERNUA,GYMNOCEPHALUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,COMMERSONI,CATOSTOMUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,VITREUM,STIZOSTEDION,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,DUQUESNEI,MOXOSTOMA,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,COPEPODA,COLLEMBOLA,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,COPEPODA,CLADOCERA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,DILUVIANA,MYSIS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,LINNEAUS,LOTA,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,GALEATA,DAPHNIA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,PLECOPTERA,EPHEMEROPTERA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,LUCIOPERCA,STIZOSTEDION,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,HOLBROOKI,GAMBUSIA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,CLARKII,PROCAMBARUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,GUIRDNERI,SULMO,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,RELICTA,MYSIS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,SPICATUM,MYRIOPHYLLUM,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,ERYTHROGASTER,CHROSOMUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,LONGIMANUS,BYTHOTREPHES,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,KINDTII,LEPTODORA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,POLYMORPHA,DREISSENA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,GLUTINOSA,ALNUS,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,GIBBERUM,HOLOPEDIUM,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,MAXIMUS,SCOPHTHALMUS,,,,JEFF corpus,right_only,JEFF salience,,,,,,,,left_only
,MAREANA,PROTOTROCTES,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,INTESTINALIS,LIGULA,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
,TRIDENTATUS,ENTOSPHENUS,,,,JEFF corpus,right_only,JEFF salience,,,,,JEFF corpus,right_only,JEFF frequency,both
