[TU]|158852||Chordata||||||||valid||TWG standards met|partial|2013|0|1996-06-13 14:51:08|914156||0||0|5|30|No|,,,,,,,,,,,,,,,,,,,,
[RF]|||161974|SRC|7|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|EXP|88|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10234|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10242|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10246|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10248|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10255|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10265|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10268|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10270|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10271|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|10272|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|1405|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|1559|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|1724|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|1727|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|2861|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|PUB|2939|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|SRC|180|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161989|SRC|7|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161990|PUB|2108|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161990|SRC|180|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161990|SRC|7|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161991|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161991|PUB|2108|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||161991|SRC|7|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||202423|SRC|7|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||202423|SRC|983|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||331030|SRC|7|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||331030|SRC|983|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553418|PUB|2108|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553418|SRC|980|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553420|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553420|PUB|2108|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553420|PUB|7849|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553420|SRC|180|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553421|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553421|PUB|2108|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553421|SRC|180|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553422|PUB|1566|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553422|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553422|PUB|2108|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553422|SRC|180|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553423|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553423|PUB|2108|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553423|SRC|180|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553430|PUB|163|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553430|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||553430|SRC|180|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||591704|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||591704|SRC|180|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||623286|PUB|1486|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||633905|PUB|1896|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914074|SRC|981|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914087|PUB|10263|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914087|SRC|980|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914089|PUB|10231|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914089|PUB|1720|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914092|PUB|10279|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914092|SRC|981|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914094|PUB|7849|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914154|SRC|983|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914156|SRC|983|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914179|PUB|13333|N|N|0||,,,,,,,,,,,,,,,,,,,,
[RF]|||914179|SRC|983|N|N|0||,,,,,,,,,,,,,,,,,,,,
[VL]||10944|||161061|PUB|2861|,,,,,,,,,,,,,,,,,,,,
[VL]||10945|||161061|PUB|1404|,,,,,,,,,,,,,,,,,,,,
[VL]||11336|||161931|PUB|1567|,,,,,,,,,,,,,,,,,,,,
[VL]||11379|||161989|PUB|1405|,,,,,,,,,,,,,,,,,,,,
[VL]||11379|||161989|PUB|2861|,,,,,,,,,,,,,,,,,,,,
[VL]||11379|||161989|SRC|184|,,,,,,,,,,,,,,,,,,,,
[VL]||153620|||553420|PUB|7849|,,,,,,,,,,,,,,,,,,,,
[VL]||153621|||914089|PUB|10231|,,,,,,,,,,,,,,,,,,,,
[VL]||153629|||914087|PUB|10263|,,,,,,,,,,,,,,,,,,,,
[VL]||84647|||161989|PUB|2861|,,,,,,,,,,,,,,,,,,,,
[VL]||84647|||161989|SRC|184|,,,,,,,,,,,,,,,,,,,,
[VL]||85484|||158852|SRC|185|,,,,,,,,,,,,,,,,,,,,
[VL]||85537|||202423|SRC|185|,,,,,,,,,,,,,,,,,,,,
[VL]||85539|||331030|SRC|185|,,,,,,,,,,,,,,,,,,,,
[VL]||85840|||158852|SRC|186|,,,,,,,,,,,,,,,,,,,,
[VL]||85850|||161061|SRC|186|,,,,,,,,,,,,,,,,,,,,
[VL]||85851|||161061|SRC|186|,,,,,,,,,,,,,,,,,,,,
[VL]||85859|||161929|SRC|186|,,,,,,,,,,,,,,,,,,,,
[VL]||86042|||202423|SRC|186|,,,,,,,,,,,,,,,,,,,,
[VL]||86045|||331030|SRC|186|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10234|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10242|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10246|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10248|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10255|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10265|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10268|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10270|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10271|,,,,,,,,,,,,,,,,,,,,
[VL]||87049|||161989|PUB|10272|,,,,,,,,,,,,,,,,,,,,
[VL]||98919|||161931|PUB|2861|,,,,,,,,,,,,,,,,,,,,
[VL]||98920|||161931|PUB|2861|,,,,,,,,,,,,,,,,,,,,
[VL]||98921|||161931|PUB|2861|,,,,,,,,,,,,,,,,,,,,
[VL]||98926|||161989|PUB|2861|,,,,,,,,,,,,,,,,,,,,
[PB]PUB||10231|U. S. Fish and Wildlife Service|Endangered and Threatened Wildlife and Plants; 90-Day Finding for a Petition to List Desert Redband Trout in the Snake River Drainage Above Brownlee Dam and Below Shoshone Falls as Threatened or Endangered|Federal Register, vol. 60, no. 187|09/27/1995|09/27/1995|||||49819-49821||,,,,,,,,,,,,,,,,,,
[PB]PUB||10234|National Marine Fisheries Service|Endangered and Threatened Species: Threatened Status for Two ESUs of Steelhead in Washington, Oregon, and California|Federal Register, vol. 63, no. 53|03/19/1998|03/19/1998|||||13347-13371||,,,,,,,,,,,,,,,,
[PB]PUB||10242|National Marine Fisheries Service|Endangered and Threatened Species: Final Listing Determination for Klamath Mountains Province Steelhead|Federal Register, vol. 66, no. 65|04/04/2001|04/04/2001|||||17845-17856||,,,,,,,,,,,,,,,,,,
[PB]PUB||10246|National Marine Fisheries Service|Endangered and Threatened Species: Final Listing Determinations for 10 Distinct Population Segments of West Coast Steelhead|Federal Register, vol. 71, no. 3|01/05/2006|01/05/2006|||||834-862||,,,,,,,,,,,,,,,,,,
[PB]PUB||10248|National Marine Fisheries Service|Endangered and Threatened Species: Final Listing Determination for Puget Sound Steelhead|Federal Register, vol. 71, no. 91|05/11/2007|05/11/2007|||||26722-26735||,,,,,,,,,,,,,,,,,,
[PB]PUB||10255|National Marine Fisheries Service|Listing Endangered and Threatened Species: Change in Status for the Upper Columbia River Steelhead Distinct Population Segment|Federal Register, vol. 74, no. 162|08/24/2009|08/24/2009|||||42605-42606||,,,,,,,,,,,,,,,,,,
[PB]PUB||10263|U. S. Fish and Wildlife Service|Endangered and Threatened Wildlife and Plants; 90-Day Finding on a Petition To List the Eagle Lake Rainbow Trout as an Endangered or Threatened Species|Federal Register, vol. 77, no. 172|09/05/2012|09/05/2012|||||54548-54553||,,,,,,,,,,,,,,,,,,
[PB]PUB||10265|National Marine Fisheries Service|Endangered and Threatened Species: Designation of a Nonessential Experimental Population for Middle Columbia River Steelhead above the Pelton Round Butte Hydroelectric Project in the Deschutes River Basin, OR|Federal Register, vol. 78, no. 10|01/15/2013|01/15/2013|||||2893-2907||,,,,,,,,,,,,,,,,,
[PB]PUB||10268|U. S. Fish and Wildlife Service|Endangered and Threatened Wildlife and Plants; 44 Marine and Anadromous Taxa: Adding 10 Taxa, Delisting 1 Taxon, Reclassifying 1 Taxon, and Updating 32 Taxa on the List of Endangered and Threatened Wildlife|Federal Register, vol. 76, no. 71|04/13/2011|04/13/2011|||||20558-20567||,,,,,,,,,,,,,,,
[PB]PUB||10270|U. S. Fish and Wildlife Service|Endangered and Threatened Wildlife and Plants; Listing of Nine Evolutionarily Significant Units of Chinook Salmon, Chum Salmon, Sockeye Salmon, and Steelhead|Federal Register, vol. 64, no. 147|08/02/1999|08/02/1999|||||41835-41839||,,,,,,,,,,,,,,,
[PB]PUB||10271|U. S. Fish and Wildlife Service|Endangered and Threatened Wildlife and Plants; Listing of Several Evolutionarily Significant Units of West Coast Steelhead|Federal Register, vol. 63, no. 116|06/17/1998|06/17/1998|||||32996-32998||,,,,,,,,,,,,,,,,,,
[PB]PUB||10272|U. S. Fish and Wildlife Service|Endangered and Threatened Wildlife and Plants; Determination of Threatened Status for One Steelhead Evolutionarily Significant Unit (ESU) in California|Federal Register, vol. 65, no. 174|09/07/2000|09/07/2000|||||54177-54178||,,,,,,,,,,,,,,,,,,
[PB]PUB||10279|U. S. Fish and Wildlife Service|Listing of the Little Kern Golden Trout as a Threatened Species with Critical Habitat|Federal Register, vol. 43, no. 72|04/13/1978|04/13/1978|||||15427-15429||,,,,,,,,,,,,,,,,,,
[PB]PUB||13333|Ruggiero, M. A., D. P. Gordon, T. M. Orrell, N. Bailly, T. Bourgoin, R. C. Brusca, et al.|Correction: A Higher Level Classification of All Living Organisms|PLoS ONE vol. 10, no. 6, e0130114|11/06/2015|11/06/2015||||1932-6203||Available online at http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0130114#sec001 ; Full authorship: Ruggiero, M. A., D. P. Gordon, T. M. Orrell, N. Bailly, T. Bourgoin, R. C. Brusca, T. Cavalier-Smith, M. D. Guiry, and P. M. Kirk|,,
[PB]PUB||1398|Eschmeyer, William N., ed.|Catalog of Fishes|Special Publication of the Center for Biodiversity Research and Information, no. 1, vol 1-3|01/01/1998|01/01/1998|California Academy of Sciences|San Francisco, California, USA|0-940228-47-5||2905|http://www.jstor.org/stable/25622932|,,,,,,,,,,,,,,
[PB]PUB||1404|Shiino, Sueo M.|List of Common Names of Fishes of the World, Those Prevailing among English-speaking Nations|Science Report of Shima Marineland, no. 4|09/01/1976|09/01/1976|Shima Marineland|Kashikojima, Shima, Mie, Japan||0385-1109|262||,,,,,,,,,,,,,,
[PB]PUB||1405|Robins, Richard C., Reeve M. Bailey, Carl E. Bond, James R. Brooker, Ernest A. Lachner, et al.|A List of Common and Scientific Names of Fishes from the United States and Canada, Fourth Edition|American Fisheries Society Special Publication, no. 12|01/01/1980|01/01/1980|American Fisheries Society|Bethesda, Maryland, USA|||174||,,,,,,,,,,
[PB]PUB||142|Eschmeyer, William N.||Genera of Recent Fishes|01/01/1990|01/01/1990|California Academy of Sciences|San Francisco, CA, USA|0-940228-23-8||iii + 697||,,,,,,,,,,,,,,,,,
[PB]PUB||1486|Nelson, Joseph S.||Fishes of the World, Third Edition|01/01/1994|01/01/1994|John Wiley and Sons|New York, New York, USA|0-471-54713-1||xvii + 600||,,,,,,,,,,,,,,,,
[PB]PUB||1541|Banks, R. C., R. W. McDiarmid, A. L. Gardner, and W. C. Starnes||Checklist of Vertebrates of the United States, the U.S. Territories, and Canada|12/31/2003|12/31/2003||||||As-yet (2003) unpublished manuscript from 1998|,,,,,,,,,,,,,,
[PB]PUB||1559|Murdy, Edward O., Ray S. Birdsong, and John A. Musick||Fishes of Chesapeake Bay|01/01/1997|01/01/1997|Smithsonian Institution Press|Washington, DC, USA|1-56098-638-7||xi + 324||,,,,,,,,,,,,,,,
[PB]PUB||1566|Mecklenburg, Catherine W., T. Anthony Mecklenburg, and Lyman K. Thorsteinson||Fishes of Alaska|01/01/2002|01/01/2002|American Fisheries Society|Bethesda, Maryland, USA|1-888569-07-7||xxxvii + 1037||,,,,,,,,,,,,,,,
[PB]PUB||1567|Nelson, Joseph S.||Fishes of the World, Second Edition|01/01/1984|01/01/1984|John Wiley and Sons|New York, New York, USA|0-471-86475-7||xv + 523||,,,,,,,,,,,,,,,,
[PB]PUB||163|Nielsen, Jennifer L.|Threatened fishes of the world: Oncorhynchus mykiss nelsoni Evermann, 1908 (Salmonidae)|Environmental Biology of Fishes, vol. 51|01/01/1998|01/01/1998|Kluwer Academic Publishers|the Netherlands||0378-1909|376||,,,,,,,,,,,,,,,,,
[PB]PUB||1720|Behnke, Robert J.|Native Trout of Western North America|American Fisheries Society Monograph, no. 6|01/01/1992|01/01/1992|American Fisheries Society|Bethesda, Maryland, USA|0-913235-78-4|0362-1715|xx + 275|Also hardback as ISBN 0-913235-79-2|,,,,,,,,,,,,,,,,
[PB]PUB||1724|Kocik, John F., and Kevin D. Friedland / Collette, Bruce B., and Grace Klein-MacPhee, eds.|Salmons and Trouts: Family Salmonidae|Bigelow and Schroeder's Fishes of the Gulf of Maine, Third Edition|01/01/2002|01/01/2002|Smithsonian Institution Press|Washington, DC, USA|1-56098-951-3||170-181||,,,,,,,,,,,,
[PB]PUB||1727|Robins, Richard C., Reeve M. Bailey, Carl E. Bond, James R. Brooker, Ernest A. Lachner, et al.|Common and Scientific Names of Fishes from the United States and Canada, Fifth Edition|American Fisheries Society Special Publication, no. 20|01/01/1991|01/01/1991|American Fisheries Society|Bethesda, Maryland, USA|0-913235-70-9|0097-0638|183||,,,,,,,,,,
[PB]PUB||1896|Uguz, Cevdet, Mesude Iscan, Ayse Ergüven, Belgin Isgor, and Inci Togan|The bioaccumulation of nonyphenol and its adverse effect on the liver of rainbow trout (Onchorynchus mykiss)|Environmental Research, vol. 92, no. 3|07/01/2003|07/01/2003||||0013-9351|262-270||,,,,,,,,,,,,,
[PB]PUB||2108|Jordan, David Starr, Barton Warren Evermann, and Howard Walton Clark|Checklist of the fishes and fishlike vertebrates of North America north of the northern boundary of Venezuela and Colombia|Report of the United States Commissioner of Fisheries for the fiscal year 1928|01/01/1930|01/01/1930|United States Department of Interior, Fish and Wildlife Service|Washington, D.C., USA|||670|Reprinted 1955|,,,,,,,,,,,,,,
[PB]PUB||2861|Nelson, Joseph S., Edwin J. Crossman, H. Espinosa-Pérez, L. T. Findley, C. R. Gilbert, et al., eds.|Common and scientific names of fishes from the United States, Canada, and Mexico, Sixth Edition|American Fisheries Society Special Publication, no. 29|01/01/2004|07/01/2004|American Fisheries Society|Bethesda, Maryland, USA|1-888569-61-1|0097-0638|ix + 386|Full author list: Nelson, Joseph S., Edwin J. Crossman, Héctor Espinosa-Pérez, Lloyd T. Findley, Carter R. Gilbert, Robert N. Lea, and James D. Williams|
[PB]PUB||2939|Robins, Richard C., Reeve M. Bailey, Carl E. Bond, James R. Brooker, Ernest A. Lachner, et al.|World Fishes Important to North Americans Exclusive of Species from the Continental Waters of the United States and Canada|American Fisheries Society Special Publication, no. 21|01/01/1991|01/01/1991|American Fisheries Society|Bethesda, Maryland, USA|0-913235-54-7|0097-0638|243|0-913124-54-7 (cloth)|,,,,,,,,,,,
[PB]PUB||7849|U. S. Fish and Wildlife Service|Endangered and Threatened Wildlife and Plants; Animal Candidate Review for Listing as Endangered or Threatened Species|Federal Register, vol. 59, no. 219|11/15/1994|11/15/1994|||||58982-59028||,,,,,,,,,,,,,,,,,,
[EX]EXP||234|Thomas M. Orrell, Ph.D.|Research Biologist, Deputy Director ITIS, Smithsonian Institution National Museum of Natural History, Washington, DC|,,,,,,,,,,,,,,,
[EX]EXP||80|Bruce B. Collette|Senior Scientist, National Systematics Laboratory, National Marine Fisheries Service; Smithsonian Institution, National Museum of Natural History, Washington, DC, USA|,,,,,,,,,,,,,,
[EX]EXP||88|Wayne C. Starnes|Research Curator of Fishes, North Carolina State Museum of Natural Sciences, Research Laboratory, 4301 Reedy Creek Rd., Raleigh, NC,27607, USA|,,,,,,,,,,,,,
[OS]SRC||180|website|Catalog of Fishes, 17-Mar-2003|13-Mar-03|03/17/2003|http://www.calacademy.org/research/ichthyology/catalog/|,,,,,,,,,,,,,,,,,,,
"[OS]SRC||184|database|<a href=""http://www.menv.gouv.qc.ca/biodiversite/centre.htm"">CDP|1999|05/06/2003||",,,,,,,,,,,,,,,,,,,,
"[OS]SRC||185|website|<a href=""http://www.cria.org.br/"">CRIA-Brazil</a>|2002|05/06/2003||",,,,,,,,,,,,,,,,,,,,
"[OS]SRC||186|website|<a href=""http://www.cbif.gc.ca/itisca/"">ITIS*<sup>ca</sup></a>|2002|05/06/2003||",,,,,,,,,,,,,,,,,,,,
[OS]SRC||7|database|NODC Taxonomic Code|8.0|07/29/1996||,,,,,,,,,,,,,,,,,,,,
[OS]SRC||980|website|Catalog of Fishes, 07-Jun-2012|07-Jun-12|06/14/2012|http://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp|,,,,,,,,,,,,,,,,,,,
[OS]SRC||981|website|Catalog of Fishes, 10-Jun-2013|10-Jun-13|06/27/2013|http://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp|,,,,,,,,,,,,,,,,,,,
[OS]SRC||983|document|ITIS & Species 2000 Catalogue of Life Management Hierarchy|Animalia|08/01/2013|M. Ruggiero & D. Gordon, eds. 2013. Consensus Management Hierarchy for the ITIS & Species2000 Catalogue of Life. Contributors: Nicolas Bailly, Thierry Bourgoin, Richard Brusca, Thomas Cavalier-Smith, Daphne Fautin, Dennis Gordon, Gerald Guala, Michael Guiry, Paul Kirk, Elliot Lefkowitz, David Mabberly, David Maddison, Alan Paton, Michael Ruggiero, Peter Stevens, and Brian Tyndall|,,,,
[GD]|East Pacific|161989|,,,,,,,,,,,,,,,,,,,,
[GD]|East Pacific|553422|,,,,,,,,,,,,,,,,,,,,
[GD]|Europe & Northern Asia (excluding China)|161989|,,,,,,,,,,,,,,,,,,,,
[GD]|Europe & Northern Asia (excluding China)|553423|,,,,,,,,,,,,,,,,,,,,
[GD]|Indo-West Pacific|161989|,,,,,,,,,,,,,,,,,,,,
[GD]|Indo-West Pacific|553423|,,,,,,,,,,,,,,,,,,,,
[GD]|North America|161989|,,,,,,,,,,,,,,,,,,,,
[GD]|North America|553418|,,,,,,,,,,,,,,,,,,,,
[GD]|North America|553420|,,,,,,,,,,,,,,,,,,,,
[GD]|North America|553421|,,,,,,,,,,,,,,,,,,,,
[GD]|North America|553422|,,,,,,,,,,,,,,,,,,,,
[GD]|North America|553430|,,,,,,,,,,,,,,,,,,,,
[GD]|North America|591704|,,,,,,,,,,,,,,,,,,,,
[GD]|North America|914087|,,,,,,,,,,,,,,,,,,,,
[GD]|Oceania|161989|,,,,,,,,,,,,,,,,,,,,
[GD]|Western Atlantic Ocean|161989|,,,,,,,,,,,,,,,,,,,,
